GeneID	Method	xFPKM	o12Ortho	o3ProtHomology	o3Species	o4GenomHomol	o5KaKs	g1GenoMap	gGenoCov	p12Complete	p3CDS	p4CodePot	tClass	t1aOneExon
Funhe2EKm020224t1	rnasm	100	noor	14%	tilapia	98	NA	part	72	partial	33	Noncode	NoncodeOld	0
Funhe2EKm020225t1	rnasm	1	upar	74%	catfish	100	0.351	okay	86	complete	67	Code	Transposon	1
Funhe2EKm020226t1	v1mix	9	noor	64%	platyfish	73	0.235	okay	100	partial	79	Code	CodingOld	0
Funhe2EKm020227t1	rnasm	2	orlog	96%	mayzebr	100	0.272	okay	88	complete	50	Code	CodingOld	0
Funhe2EKm020228t1	rnasm	3	noor	42%	mayzebr	63	NA	part	50	partial	99	Code	CodingOld	0
Funhe2EKm020231t1	gmodel	0.2	noor	59%	mayzebr	57	0.275	okay	100	complete	38	Code	Transposon	1
Funhe2EKm020232t1	rnasm	8	inpar	99%	platyfish	81	NA	part	77	complete	92	Code	CodingOld	0
Funhe2EKm020233t1	rnasm	0.7	noor	37%	platyfish	99	0.151	part	33	partial	99	Code	Transposon	1
Funhe2EKm020234t1	rnasm	40	orlog	87%	tilapia	98	0.117	okay	96	partial	99	Code	CodingOld	0
Funhe2EKm020235t1	gmodel	4	orlog	13%	platyfish	63	0.192	okay	100	complete	53	Code	CodingOld	0
Funhe2EKm020236t1	v1mix	8	inpar	94%	tilapia	62	NA	okay	100	complete	56	Code	CodingOld	0
Funhe2EKm020238t1	rnasm	0.9	inpar	100%	platyfish	94	NA	part	37	complete	99	Code	CodingOld	0
Funhe2EKm020240t1	rnasm	0.2	inpar	62%	medaka	38	NA	part	61	partial	99	Code	CodingOld	1
Funhe2EKm020241t1	rnasm	10	inpar	98%	platyfish	98	NA	part	47	complete	32	Code	CodingOld	0
Funhe2EKm020244t1	v1mix	100	inpar	100%	platyfish	54	NA	okay	100	complete	46	Code	CodingOld	1
Funhe2EKm020245t1	rnasm	90	noor	74%	platyfish	90	0.083	part	52	complete	58	Code	CodingOld	0
Funhe2EKm020246t1	gmodel	0.07	orlog	100%	platyfish	72	0.230	okay	100	complete	64	Code	CodingOld	1
Funhe2EKm020247t1	gmodel	0.1	upar	0	na	25	NA	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm020248t1	gmodel	9	orlog	53%	platyfish	64	0.125	okay	100	complete	93	Code	CodingOld	0
Funhe2EKm020250t1	gmodel	20	upar	36%	platyfish	55	4.364	okay	100	complete	35	Code	CodingOld	0
Funhe2EKm020252t1	rnasm	20	inpar	82%	platyfish	96	NA	split	67	complete	68	Code	CodingOld	0
Funhe2EKm020254t1	rnasm	0.3	noor	21%	mayzebr	87	0.340	okay	100	partial	99	Unknown	Transposon	0
Funhe2EKm020255t1	rnasm	0.2	noor	82%	medaka	100	0.131	okay	98	partial	99	Unknown	CodingOld	0
Funhe2EKm020256t1	rnasm	0.3	noor	28%	zfish	14	NA	part	11	complete	54	Code	CodingOld	1
Funhe2EKm020257t1	gmodel	10	noor	14%	tilapia	56	0.253	okay	100	complete	39	Unknown	CodingOld	0
Funhe2EKm020259t1	rnasm	6	inpar	84%	zfish	0	NA	split	96	complete	79	Code	CodingOld	1
Funhe2EKm020261t1	rnasm	5	inpar	72%	zfish	82	NA	split	63	partial	99	Code	CodingOld	1
Funhe2EKm020263t1	gmodel	0.2	upar	18%	zfish	72	0.116	okay	100	complete	74	Code	Transposon	0
Funhe2EKm020265t1	rnasm	300	noor	0	na	0	NA	part	56	partial	100	Code	CodingNew	0
Funhe2EKm020266t1	rnasm	600	orlog	93%	platyfish	80	0.317	split	75	complete	62	Code	CodingOld	0
Funhe2EKm020268t1	rnasm	100	noor	71%	platyfish	44	0.289	part	13	complete	99	Code	CodingOld	0
Funhe2EKm020270t1	rnasm	7	inpar	59%	zfish	100	NA	part	60	complete	100	Noncode	CodingOld	1
Funhe2EKm020272t1	rnasm	8	inpar	100%	mayzebr	86	NA	part	45	complete	99	Code	CodingOld	1
Funhe2EKm020273t1	gmodel	9	noor	6%	platyfish	23	NA	okay	100	complete	18	Code	CodingOld	0
Funhe2EKm020274t1	rnasm	40	inpar	43%	mayzebr	66	NA	split	73	partial	63	Code	CodingOld	0
Funhe2EKm020276t1	rnasm	60	upar	44%	platyfish	99	0.234	okay	99	complete	60	Code	CodingOld	0
Funhe2EKm020277t1	gmodel	0.2	noor	11%	medaka	47	0.145	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm020278t1	gmodel	0.2	upar	5%	stickleback	84	0.143	okay	100	complete	63	Code	CodingOld	1
Funhe2EKm020279t1	rnasm	0.3	noor	12%	medaka	100	0.121	okay	100	partial	99	Code	CodingOld	1
Funhe2EKm020280t1	gmodel	0.9	upar	11%	medaka	32	0.201	okay	100	complete	83	Code	Transposon	0
Funhe2EKm020281t1	gmodel	0.1	noor	22%	zfish	7	NA	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm020282t1	gmodel	0.1	noor	0	na	0	NA	okay	100	partial	43	Noncode	NoncodeNew	0
Funhe2EKm020283t1	rnasm	1	noor	58%	mayzebr	91	0.371	part	30	partial	50	Code	CodingOld	1
Funhe2EKm020284t1	gmodel	30	orlog	33%	platyfish	48	0.208	okay	100	complete	45	Unknown	CodingOld	0
Funhe2EKm020285t1	rnasm	4	upar	35%	catfish	0	NA	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm020286t1	rnasm	4	upar	36%	catfish	54	0.189	okay	100	complete	98	Code	Transposon	1
Funhe2EKm020289t1	rnasm	10	noor	13%	mayzebr	100	0.188	split	100	complete	60	Code	CodingOld	0
Funhe2EKm020292t1	rnasm	300	noor	67%	platyfish	100	0.379	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm020295t1	gmodel	1	noor	11%	platyfish	47	0.051	okay	100	complete	43	Code	CodingOld	0
Funhe2EKm020298t1	rnasm	1	orlog	74%	platyfish	61	NA	okay	100	partial	99	Noncode	Transposon	1
Funhe2EKm020300t1	v1mix	2	noor	50%	platyfish	66	0.062	split	68	complete	76	Code	CodingOld	0
Funhe2EKm020301t1	rnasm	0.6	noor	0	na	0	NA	okay	89	complete	72	Code	CodingNew	0
Funhe2EKm020303t1	rnasm	0.9	noor	33%	zfish	0	NA	okay	100	partial	46	Code	CodingOld	1
Funhe2EKm020304t1	gmodel	1	orlog	11%	tilapia	37	0.034	okay	100	complete	27	Noncode	CodingOld	1
Funhe2EKm020305t1	gmodel	0.08	upar	0	na	0	NA	okay	100	complete	74	Noncode	NoncodeNew	0
Funhe2EKm020306t1	rnasm	10	upar	0	na	0	NA	split	95	partial	43	Code	CodingNew	0
Funhe2EKm020307t1	rnasm	200	noor	60%	mayzebr	46	0.201	okay	100	partial	71	Code	CodingOld	0
Funhe2EKm020309t1	gmodel	1	noor	24%	platyfish	100	0.196	okay	100	complete	57	Code	Transposon	0
Funhe2EKm020312t1	v1mix	50	noor	20%	tilapia	48	NA	split	100	complete	40	Code	CodingOld	0
Funhe2EKm020313t1	rnasm	4	upar	63%	tilapia	71	0.277	okay	82	complete	73	Code	CodingOld	0
Funhe2EKm020314t1	rnasm	2	upar	0	na	0	NA	okay	100	partial	81	Code	CodingNew	1
Funhe2EKm020315t1	rnasm	100	orlog	100%	tilapia	100	0.140	split	98	complete	63	Code	CodingOld	0
Funhe2EKm020317t1	rnasm	9	orlog	99%	platyfish	100	0.147	okay	100	partial	100	Code	CodingOld	1
Funhe2EKm020318t1	rnasm	1	inpar	97%	platyfish	100	NA	part	61	complete	100	Code	CodingOld	0
Funhe2EKm020319t1	rnasm	1	noor	40%	platyfish	100	0.160	okay	100	partial	99	Noncode	CodingOld	1
Funhe2EKm020320t1	rnasm	0.8	inpar	12%	medaka	100	NA	okay	100	partial	53	Unknown	Transposon	0
Funhe2EKm020321t1	gmodel	2	upar	10%	stickleback	86	0.407	okay	100	complete	43	Unknown	CodingOld	1
Funhe2EKm020322t1	v1mix	3	upar	0	na	56	0.258	okay	100	complete	43	Code	CodingOld	0
Funhe2EKm020323t1	rnasm	5	upar	0	na	70	0.200	okay	100	complete	69	Code	CodingOld	0
Funhe2EKm020325t1	gmodel	2	inpar	62%	mayzebr	51	NA	okay	100	complete	39	Noncode	CodingOld	0
Funhe2EKm020327t1	rnasm	1	noor	19%	platyfish	100	0.297	okay	94	partial	65	Noncode	Transposon	0
Funhe2EKm020328t1	gmodel	1	noor	46%	platyfish	87	0.272	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm020329t1	rnasm	60	upar	68%	tilapia	85	0.168	split	56	complete	34	Unknown	CodingOld	0
Funhe2EKm020330t1	rnasm	50	upar	59%	medaka	98	0.078	split	60	complete	34	Unknown	CodingOld	0
Funhe2EKm020331t1	rnasm	30	upar	64%	stickleback	100	0.494	part	45	partial	100	Unknown	CodingOld	0
Funhe2EKm020332t1	rnasm	5	upar	0	na	99	NA	okay	100	partial	99	Noncode	NoncodeOld	1
Funhe2EKm020334t1	rnasm	3	inpar	84%	platyfish	100	NA	okay	100	complete	50	Code	CodingOld	0
Funhe2EKm020335t1	rnasm	9	noor	50%	platyfish	0	NA	split	98	partial	99	Code	CodingOld	0
Funhe2EKm020338t1	rnasm	30	orlog	100%	tilapia	93	0.216	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm020339t1	rnasm	100	orlog	86%	platyfish	100	0.023	part	65	partial	56	Code	CodingOld	0
Funhe2EKm020340t1	v1mix	2	noor	14%	catfish	32	0.188	okay	100	complete	38	Code	Transposon	0
Funhe2EKm020341t1	rnasm	4	noor	0	na	0	NA	okay	90	partial	100	Noncode	NoncodeNew	0
Funhe2EKm020342t1	rnasm	9	noor	0	na	0	NA	okay	92	partial	99	Code	CodingNew	1
Funhe2EKm020343t1	rnasm	9	noor	0	na	0	NA	split	74	partial	0	Noncode	NoncodeNew	0
Funhe2EKm020344t1	gmodel	1	upar	12%	platyfish	29	NA	okay	100	complete	46	Code	CodingOld	0
Funhe2EKm020345t1	rnasm	0.4	noor	0	na	0	NA	part	77	complete	52	Code	CodingNew	0
Funhe2EKm020346t1	gmodel	0	noor	28%	platyfish	70	0.217	okay	100	complete	45	Code	CodingOld	0
Funhe2EKm020347t1	v1mix	6	noor	13%	mayzebr	100	0.079	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm020349t1	rnasm	2	inpar	89%	mayzebr	92	NA	okay	100	complete	93	Code	CodingOld	0
Funhe2EKm020350t1	rnasm	0.9	inpar	58%	tilapia	99	NA	okay	95	partial	54	Code	CodingOld	0
Funhe2EKm020351t1	rnasm	4	orlog	100%	zfish	96	0.139	part	52	complete	99	Code	CodingOld	0
Funhe2EKm020352t1	rnasm	1	noor	100%	platyfish	93	0.325	part	62	partial	62	Code	CodingOld	0
Funhe2EKm020353t1	gmodel	0.8	noor	47%	platyfish	95	0.482	okay	100	complete	76	Code	CodingOld	1
Funhe2EKm020356t1	rnasm	6	inpar	98%	platyfish	93	NA	part	67	complete	64	Code	CodingOld	0
Funhe2EKm020357t1	gmodel	1	noor	0	na	28	NA	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm020358t1	rnasm	4	noor	41%	tetraodon	40	0.391	split	64	partial	99	Code	CodingOld	0
Funhe2EKm020359t1	v1mix	3	noor	26%	tetraodon	46	NA	split	66	complete	79	Unknown	CodingOld	0
Funhe2EKm020360t1	rnasm	0.6	noor	54%	platyfish	64	0.443	part	22	complete	84	Code	CodingOld	1
Funhe2EKm020361t1	gmodel	2	noor	15%	platyfish	89	0.235	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm020363t1	rnasm	2	noor	17%	tilapia	100	0.259	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm020365t1	rnasm	0.2	orlog	25%	tetraodon	100	0.170	okay	100	partial	22	Code	Transposon	0
Funhe2EKm020366t1	gmodel	9	noor	31%	zfish	90	0.077	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm020368t1	rnasm	1	inpar	53%	tilapia	88	NA	part	19	partial	46	Code	CodingOld	1
Funhe2EKm020369t1	gmodel	3	orlog	20%	stickleback	49	0.024	okay	100	complete	79	Code	CodingOld	0
Funhe2EKm020370t1	rnasm	6	orlog	100%	platyfish	100	0.272	okay	99	complete	62	Code	CodingOld	0
Funhe2EKm020372t1	rnasm	2	noor	38%	platyfish	100	0.229	okay	90	partial	99	Noncode	CodingOld	0
Funhe2EKm020373t1	gmodel	2	noor	27%	platyfish	72	0.069	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm020374t1	gmodel	1	inpar	9%	mayzebr	68	NA	okay	100	complete	47	Code	CodingOld	0
Funhe2EKm020375t1	rnasm	6	inpar	45%	mayzebr	74	NA	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm020376t1	gmodel	0.1	inpar	98%	platyfish	80	NA	okay	100	complete	85	Code	CodingOld	0
Funhe2EKm020377t1	rnasm	20	inpar	37%	platyfish	94	NA	part	37	partial	99	Code	CodingOld	0
Funhe2EKm020378t1	rnasm	6	inpar	83%	tilapia	96	NA	split	70	complete	91	Code	CodingOld	0
Funhe2EKm020380t1	rnasm	1	inpar	81%	mayzebr	80	NA	part	56	complete	93	Code	CodingOld	0
Funhe2EKm020381t1	rnasm	20	upar	88%	medaka	100	NA	part	31	complete	99	Code	CodingOld	1
Funhe2EKm020382t1	rnasm	0.6	upar	45%	tilapia	100	0.181	okay	100	partial	58	Code	CodingOld	1
Funhe2EKm020383t1	gmodel	0.04	upar	0	na	0	NA	okay	100	complete	69	Code	CodingNew	0
Funhe2EKm020384t1	rnasm	1	orlog	48%	medaka	100	0.151	part	18	complete	19	Code	CodingOld	0
Funhe2EKm020385t1	rnasm	0.6	noor	34%	tilapia	100	0.126	okay	100	partial	99	Unknown	CodingOld	1
Funhe2EKm020386t1	gmodel	0.5	orlog	73%	catfish	89	0.345	okay	100	complete	76	Code	Transposon	0
Funhe2EKm020388t1	gmodel	6	orlog	100%	platyfish	100	0.094	okay	100	complete	27	Noncode	CodingOld	0
Funhe2EKm020389t1	rnasm	9	orlog	100%	catfish	0	NA	okay	100	partial	21	Noncode	CodingOld	0
Funhe2EKm020390t1	rnasm	100	upar	55%	tilapia	88	0.150	part	74	partial	99	Code	CodingOld	0
Funhe2EKm020391t1	rnasm	500	inpar	94%	tilapia	95	NA	split	34	complete	0	Code	CodingOld	0
Funhe2EKm020392t1	rnasm	2	noor	65%	platyfish	100	0.333	okay	100	complete	83	Code	CodingOld	1
Funhe2EKm020393t1	v1mix	5	inpar	44%	platyfish	84	NA	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm020394t1	rnasm	9	inpar	49%	platyfish	74	NA	part	19	partial	100	Code	CodingOld	0
Funhe2EKm020395t1	rnasm	0.5	inpar	22%	zfish	89	NA	part	76	partial	99	Code	Transposon	0
Funhe2EKm020397t1	rnasm	7	orlog	52%	mayzebr	0	NA	part	12	complete	58	Code	CodingOld	1
Funhe2EKm020398t1	gmodel	0.02	inpar	88%	zfish	43	NA	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm020399t1	gmodel	0.06	inpar	6%	catfish	26	NA	okay	100	complete	50	Unknown	CodingOld	0
Funhe2EKm020401t1	gmodel	3	inpar	98%	tilapia	79	NA	okay	100	complete	80	Code	CodingOld	0
Funhe2EKm020402t1	rnasm	40	upar	19%	mayzebr	89	0.525	part	60	partial	100	Noncode	CodingOld	0
Funhe2EKm020403t1	rnasm	1	noor	10%	mayzebr	69	0.192	okay	99	partial	99	Code	CodingOld	0
Funhe2EKm020404t1	rnasm	1	noor	0	na	83	NA	part	70	partial	40	Noncode	NoncodeOld	0
Funhe2EKm020405t1	rnasm	0.8	inpar	85%	medaka	56	NA	part	65	complete	97	Code	Transposon	0
Funhe2EKm020406t1	rnasm	300	orlog	95%	mayzebr	78	NA	split	100	partial	98	Code	CodingOld	0
Funhe2EKm020407t1	rnasm	3	inpar	100%	platyfish	95	NA	split	58	complete	65	Code	CodingOld	0
Funhe2EKm020413t1	rnasm	5	orlog	100%	platyfish	81	0.196	part	62	complete	84	Code	CodingOld	0
Funhe2EKm020416t1	rnasm	20	upar	52%	platyfish	95	0.119	okay	81	complete	89	Code	CodingOld	0
Funhe2EKm020417t1	rnasm	3	upar	65%	platyfish	95	0.185	part	75	partial	93	Code	CodingOld	0
Funhe2EKm020418t1	v1mix	5	upar	32%	tilapia	78	NA	okay	100	complete	40	Code	CodingOld	0
Funhe2EKm020419t1	rnasm	70	upar	0	na	0	NA	part	60	partial	34	Code	CodingNew	0
Funhe2EKm020420t1	v1mix	10	upar	0	na	0	NA	okay	100	partial	31	Noncode	NoncodeNew	0
Funhe2EKm020421t1	rnasm	8	upar	68%	stickleback	100	NA	part	51	partial	25	Unknown	CodingOld	0
Funhe2EKm020422t1	rnasm	6	upar	62%	platyfish	92	0.424	split	91	partial	88	Code	CodingOld	0
Funhe2EKm020423t1	gmodel	10	inpar	46%	tilapia	48	NA	okay	100	complete	32	Code	CodingOld	0
Funhe2EKm020424t1	rnasm	1	upar	87%	platyfish	100	0.325	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm020425t1	gmodel	4	inpar	23%	platyfish	31	NA	okay	100	complete	40	Code	CodingOld	0
Funhe2EKm020426t1	rnasm	7	noor	0	na	0	NA	part	54	complete	38	Code	CodingNew	0
Funhe2EKm020427t1	gmodel	6	orlog	25%	platyfish	71	0.027	okay	100	complete	72	Code	CodingOld	0
Funhe2EKm020431t1	rnasm	0.6	upar	0	na	0	NA	okay	100	partial	80	Code	Transposon	1
Funhe2EKm020432t1	rnasm	50	orlog	94%	platyfish	76	0.107	split	61	partial	63	Code	CodingOld	0
Funhe2EKm020434t1	rnasm	1	upar	99%	zfish	84	0.284	part	62	complete	45	Code	CodingOld	0
Funhe2EKm020435t1	rnasm	1	orlog	68%	mayzebr	98	0.045	part	49	complete	61	Code	CodingOld	0
Funhe2EKm020437t1	rnasm	3	inpar	92%	mayzebr	71	NA	part	42	complete	100	Code	CodingOld	1
Funhe2EKm020439t1	v1mix	6	inpar	100%	tilapia	90	NA	split	96	complete	75	Noncode	CodingOld	0
Funhe2EKm020440t1	gmodel	10	noor	60%	medaka	62	0.226	okay	100	complete	46	Unknown	CodingOld	0
Funhe2EKm020443t1	rnasm	10	inpar	92%	platyfish	88	NA	part	38	complete	59	Code	CodingOld	1
Funhe2EKm020444t1	v1mix	30	inpar	51%	platyfish	89	NA	split	100	complete	82	Code	CodingOld	0
Funhe2EKm020445t1	rnasm	10	upar	16%	zfish	83	NA	okay	100	complete	46	Code	Transposon	1
Funhe2EKm020446t1	v1mix	20	inpar	90%	medaka	77	NA	okay	100	complete	73	Noncode	CodingOld	1
Funhe2EKm020447t1	rnasm	40	upar	65%	tilapia	100	0.493	okay	97	partial	99	Unknown	CodingOld	0
Funhe2EKm020448t1	rnasm	100	inpar	19%	mayzebr	83	NA	split	81	partial	99	Unknown	CodingOld	0
Funhe2EKm020449t1	v1mix	20	inpar	92%	medaka	81	NA	split	86	complete	62	Noncode	CodingOld	0
Funhe2EKm020450t1	rnasm	0.1	upar	16%	tilapia	100	0.343	okay	98	complete	43	Code	CodingOld	0
Funhe2EKm020451t1	v1mix	0.08	inpar	69%	mayzebr	100	NA	okay	100	complete	68	Code	CodingOld	1
Funhe2EKm020452t1	v1mix	0.05	inpar	100%	catfish	23	NA	okay	100	complete	63	Code	Transposon	1
Funhe2EKm020455t1	rnasm	1	noor	0	na	0	NA	okay	98	complete	68	Code	CodingNew	1
Funhe2EKm020456t1	rnasm	0.4	orlog	28%	stickleback	100	0.138	okay	91	partial	86	Code	Transposon	0
Funhe2EKm020457t1	gmodel	60	noor	10%	platyfish	26	0.293	okay	100	complete	13	Unknown	CodingOld	0
Funhe2EKm020458t1	rnasm	10	upar	0	na	0	NA	part	76	partial	91	Code	CodingNew	0
Funhe2EKm020460t1	rnasm	0.1	noor	75%	mayzebr	100	0.041	okay	100	complete	64	Code	Transposon	1
Funhe2EKm020462t1	gmodel	2	noor	31%	platyfish	78	0.177	okay	100	complete	81	Code	CodingOld	0
Funhe2EKm020467t1	rnasm	20	inpar	35%	tilapia	21	NA	part	23	partial	98	Code	CodingOld	0
Funhe2EKm020469t1	gmodel	10	upar	48%	platyfish	50	NA	okay	100	complete	34	Noncode	CodingOld	0
Funhe2EKm020470t1	gmodel	0.3	noor	15%	zfish	22	0.143	okay	100	complete	21	Noncode	CodingOld	0
Funhe2EKm020471t1	gmodel	20	noor	75%	stickleback	53	0.302	okay	100	complete	52	Unknown	CodingOld	0
Funhe2EKm020472t1	rnasm	100	inpar	99%	medaka	94	NA	split	73	complete	30	Code	Transposon	1
Funhe2EKm020473t1	rnasm	1	noor	84%	tilapia	40	0.185	split	100	complete	92	Code	CodingOld	0
Funhe2EKm020474t1	rnasm	0.4	upar	0	na	46	NA	part	62	partial	75	Noncode	NoncodeOld	0
Funhe2EKm020475t1	rnasm	30	inpar	45%	mayzebr	89	NA	part	74	complete	51	Code	CodingOld	1
Funhe2EKm020477t1	rnasm	1	orlog	100%	platyfish	76	0.546	part	65	complete	79	Code	CodingOld	0
Funhe2EKm020478t1	rnasm	2	upar	0	na	0	NA	okay	90	partial	69	Code	CodingNew	0
Funhe2EKm020479t1	rnasm	1	inpar	19%	zfish	96	NA	okay	94	complete	39	Noncode	Transposon	0
Funhe2EKm020481t1	rnasm	0.7	upar	8%	zfish	0	NA	okay	100	partial	65	Code	Transposon	1
Funhe2EKm020482t1	rnasm	6	inpar	83%	tilapia	99	NA	split	76	complete	91	Code	CodingOld	0
Funhe2EKm020489t1	rnasm	1	inpar	20%	catfish	85	NA	okay	100	partial	64	Code	CodingOld	1
Funhe2EKm020490t1	rnasm	7	inpar	9%	catfish	83	NA	okay	96	partial	91	Code	CodingOld	1
Funhe2EKm020491t1	rnasm	0.1	noor	0	na	63	0.481	okay	100	partial	99	Noncode	CodingOld	1
Funhe2EKm020492t1	v1mix	5	noor	0	na	63	NA	okay	100	complete	98	Code	CodingOld	0
Funhe2EKm020494t1	gmodel	0.5	noor	12%	tilapia	98	0.022	okay	100	complete	31	Unknown	CodingOld	0
Funhe2EKm020497t1	gmodel	2	noor	21%	platyfish	87	0.271	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm020499t1	gmodel	10	noor	20%	mayzebr	17	0.001	okay	100	partial	10	Code	CodingOld	0
Funhe2EKm020502t1	rnasm	30	upar	7%	mayzebr	93	NA	split	22	partial	98	Noncode	NoncodeOld	0
Funhe2EKm020503t1	rnasm	5	upar	100%	mayzebr	86	1.626	part	59	complete	100	Code	CodingOld	0
Funhe2EKm020504t1	rnasm	6	upar	100%	platyfish	77	0.427	split	40	complete	47	Code	CodingOld	0
Funhe2EKm020505t1	rnasm	5	inpar	34%	mayzebr	39	NA	split	39	complete	41	Code	CodingOld	0
Funhe2EKm020507t1	rnasm	30	inpar	100%	platyfish	57	NA	part	19	complete	99	Code	CodingOld	1
Funhe2EKm020508t1	rnasm	1	noor	0	na	31	NA	part	57	complete	96	Noncode	NoncodeOld	0
Funhe2EKm020509t1	v1mix	50	noor	32%	platyfish	92	0.273	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm020510t1	gmodel	0.1	noor	9%	mayzebr	96	0.153	okay	100	complete	56	Code	CodingOld	0
Funhe2EKm020511t1	rnasm	90	orlog	20%	zfish	100	0.089	okay	99	complete	4	Unknown	CodingOld	0
Funhe2EKm020514t1	rnasm	0.9	noor	47%	zfish	96	0.141	okay	100	partial	83	Code	CodingOld	0
Funhe2EKm020519t1	rnasm	30	upar	0	na	0	NA	part	57	complete	61	Code	CodingNew	0
Funhe2EKm020520t1	gmodel	0.1	noor	3%	stickleback	78	0.046	okay	100	complete	13	Noncode	CodingOld	0
Funhe2EKm020522t1	rnasm	7	upar	55%	platyfish	0	NA	okay	100	partial	97	Code	CodingOld	1
Funhe2EKm020523t1	v1mix	30	noor	31%	tilapia	95	0.200	okay	100	partial	41	Code	CodingOld	1
Funhe2EKm020525t1	rnasm	20	inpar	96%	catfish	0	NA	okay	93	complete	18	Noncode	Transposon	0
Funhe2EKm020526t1	rnasm	0.08	noor	0	na	0	NA	okay	99	partial	58	Code	CodingNew	0
Funhe2EKm020527t1	gmodel	500	noor	34%	tilapia	89	NA	okay	100	complete	37	Code	CodingOld	1
Funhe2EKm020528t1	gmodel	0	noor	0	na	51	NA	okay	100	complete	11	Noncode	NoncodeOld	0
Funhe2EKm020530t1	gmodel	0.2	noor	44%	tilapia	18	0.037	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm020531t1	gmodel	5	noor	77%	platyfish	46	0.533	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm020532t1	gmodel	0.02	inpar	93%	platyfish	62	NA	okay	100	complete	57	Unknown	CodingOld	0
Funhe2EKm020533t1	rnasm	500	inpar	100%	tilapia	100	NA	part	64	complete	60	Code	CodingOld	0
Funhe2EKm020535t1	gmodel	5	inpar	32%	mayzebr	58	NA	okay	100	complete	71	Unknown	Transposon	0
Funhe2EKm020536t1	rnasm	0.6	noor	4%	mayzebr	91	0.183	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm020540t1	rnasm	0.5	noor	18%	zfish	16	NA	okay	100	partial	99	Noncode	NoncodeNew	1
Funhe2EKm020541t1	v1mix	5	orlog	45%	tilapia	48	0.023	split	100	complete	62	Code	CodingOld	0
Funhe2EKm020543t1	rnasm	80	noor	22%	tilapia	95	NA	okay	100	partial	100	Noncode	CodingOld	1
Funhe2EKm020544t1	rnasm	20	upar	26%	platyfish	76	0.224	part	56	partial	9	Noncode	CodingOld	0
Funhe2EKm020545t1	rnasm	0.2	orlog	8%	spotgar	100	0.039	part	68	partial	94	Code	CodingOld	1
Funhe2EKm020546t1	rnasm	8	noor	14%	platyfish	100	0.458	okay	99	complete	89	Code	CodingOld	0
Funhe2EKm020547t1	rnasm	0.3	noor	23%	zfish	0	NA	okay	99	partial	82	Code	CodingOld	1
Funhe2EKm020552t1	rnasm	40	orlog	99%	tilapia	100	0.219	part	58	complete	99	Code	CodingOld	0
Funhe2EKm020554t1	rnasm	0.6	noor	49%	zfish	55	0.111	part	29	complete	100	Code	CodingOld	0
Funhe2EKm020555t1	rnasm	1	inpar	0	na	0	NA	split	62	complete	83	Code	CodingOld	0
Funhe2EKm020556t1	rnasm	4	inpar	97%	tilapia	94	NA	part	56	partial	22	Noncode	CodingOld	0
Funhe2EKm020558t1	rnasm	2	orlog	100%	platyfish	85	0.357	part	38	complete	18	Code	CodingOld	1
Funhe2EKm020559t1	rnasm	0.1	inpar	32%	zfish	100	NA	okay	100	partial	89	Code	Transposon	1
Funhe2EKm020560t1	rnasm	20	inpar	97%	mayzebr	75	NA	split	83	partial	74	Code	CodingOld	0
Funhe2EKm020561t1	rnasm	10	noor	87%	stickleback	74	0.092	part	31	partial	98	Code	CodingOld	0
Funhe2EKm020563t1	gmodel	7	noor	0	na	24	NA	okay	100	complete	2	Noncode	NoncodeOld	0
Funhe2EKm020566t1	rnasm	2	upar	0	na	100	0.314	part	58	complete	86	Code	CodingOld	1
Funhe2EKm020567t1	rnasm	0.2	noor	8%	medaka	100	0.252	okay	90	complete	74	Code	CodingOld	1
Funhe2EKm020568t1	gmodel	1	orlog	2%	tilapia	92	0.050	okay	100	complete	63	Unknown	CodingOld	0
Funhe2EKm020569t1	gmodel	7	noor	8%	mayzebr	18	0.051	okay	100	complete	88	Code	CodingOld	0
Funhe2EKm020570t1	rnasm	3	upar	0	na	0	NA	okay	100	complete	18	Noncode	NoncodeNew	1
Funhe2EKm020571t1	gmodel	0.3	noor	61%	catfish	68	0.318	okay	100	complete	62	Noncode	Transposon	1
Funhe2EKm020572t1	rnasm	2	noor	76%	mayzebr	94	NA	part	59	complete	52	Code	CodingOld	0
